symbol,timestamp,open,high,low,close,volume,trade_count,vwap,rsi_14
QQQ,2025-09-05 19:49:00+00:00,575.46,575.52,575.39,575.44,250725.0,1480.0,575.446517,44.29992745362371
QQQ,2025-09-05 19:50:00+00:00,575.445,575.66,575.202,575.61,305082.0,3872.0,575.439699,42.512568189110716
QQQ,2025-09-05 19:51:00+00:00,575.6,575.6,575.27,575.27,175564.0,2552.0,575.432539,43.680624244421125
QQQ,2025-09-05 19:52:00+00:00,575.26,575.33,575.11,575.21,194018.0,2808.0,575.225869,42.97221321223838
QQQ,2025-09-05 19:53:00+00:00,575.19,575.23,575.03,575.05,174943.0,2557.0,575.125498,40.15052025456785
QQQ,2025-09-05 19:54:00+00:00,575.05,575.35,574.9202,575.31,365477.0,4287.0,575.160923,43.43612755394046
QQQ,2025-09-05 19:55:00+00:00,575.3,575.62,575.25,575.55,342518.0,4105.0,575.493784,49.56892835589067
QQQ,2025-09-05 19:56:00+00:00,575.56,575.57,575.23,575.28,291246.0,2339.0,575.396339,46.18443248453556
QQQ,2025-09-05 19:57:00+00:00,575.27,575.33,575.11,575.31,243431.0,3261.0,575.235788,50.86214328821381
QQQ,2025-09-05 19:58:00+00:00,575.3,575.54,575.225,575.52,325774.0,4155.0,575.3647,52.30344365873046
QQQ,2025-09-05 19:59:00+00:00,575.53,576.12,575.31,576.03,790254.0,8487.0,575.726188,61.97183098591544
QQQ,2025-09-05 20:00:00+00:00,576.05,576.15,575.81,575.84,1013682.0,577.0,576.055691,55.123674911662484
QQQ,2025-09-05 20:01:00+00:00,575.86,575.96,575.76,575.93,74110.0,469.0,575.856678,61.33828996282415
QQQ,2025-09-05 20:02:00+00:00,575.92,575.92,575.84,575.88,30067.0,203.0,575.877373,58.076923076922924
QQQ,2025-09-05 20:03:00+00:00,575.9,575.9,575.74,575.8301,24853.0,238.0,575.839701,57.41663181109532
QQQ,2025-09-05 20:04:00+00:00,575.84,575.9101,575.83,575.85,108307.0,85.0,575.864895,54.83909992741399
QQQ,2025-09-05 20:05:00+00:00,576.06,576.06,575.82,575.83,49048.0,134.0,575.991654,62.964163348460815
QQQ,2025-09-05 20:06:00+00:00,575.82,575.8202,575.7,575.74,27071.0,221.0,575.760051,62.10156178646457
QQQ,2025-09-05 20:07:00+00:00,575.77,575.78,575.67,575.68,29956.0,219.0,575.733343,65.07321274763228
QQQ,2025-09-05 20:08:00+00:00,575.72,575.76,575.7,575.7,10609.0,107.0,575.713344,60.541680181644196
QQQ,2025-09-05 20:09:00+00:00,575.71,575.71,575.66,575.66,5955.0,71.0,575.695664,53.33373742271827
QQQ,2025-09-05 20:10:00+00:00,575.66,575.7,575.65,575.65,3896.0,84.0,575.6652,63.31126780831756
QQQ,2025-09-05 20:11:00+00:00,575.63,575.7,575.62,575.7,407929.0,105.0,575.64969,63.831749184283716
QQQ,2025-09-05 20:12:00+00:00,575.73,575.75,575.71,575.74,11395.0,129.0,575.734314,58.87239877399649
QQQ,2025-09-05 20:13:00+00:00,575.74,575.75,575.7,575.74,222315.0,177.0,575.726356,30.131542888466953
QQQ,2025-09-05 20:14:00+00:00,575.7,575.7,575.65,575.65,5055.0,60.0,575.686532,34.91584630041231
QQQ,2025-09-05 20:15:00+00:00,575.65,575.7,575.65,575.7,14750.0,111.0,575.680731,30.501865039014604
QQQ,2025-09-05 20:16:00+00:00,575.6403,575.65,575.64,575.64,2677.0,27.0,575.641945,29.99333111038318
QQQ,2025-09-05 20:17:00+00:00,575.61,575.61,575.48,575.5,6410.0,74.0,575.535778,26.076242933771965
QQQ,2025-09-05 20:18:00+00:00,575.5,575.5699,575.48,575.5699,43914.0,70.0,575.502372,31.071766454931804
QQQ,2025-09-05 20:19:00+00:00,575.57,575.63,575.57,575.58,1712.0,31.0,575.595778,32.87671232877821
QQQ,2025-09-05 20:20:00+00:00,575.57,576.06,575.57,575.69,80661.0,74.0,576.016025,46.666666666671716
QQQ,2025-09-05 20:21:00+00:00,575.669,575.7,575.669,575.7,3600.0,36.0,575.678844,51.428571428577456
QQQ,2025-09-05 20:22:00+00:00,575.66,575.6826,575.66,575.66,2838.0,51.0,575.66614,47.22222222221827
QQQ,2025-09-05 20:23:00+00:00,575.64,575.65,575.64,575.65,1059.0,19.0,575.644286,49.27536231884154
QQQ,2025-09-05 20:24:00+00:00,575.62,575.69,575.62,575.65,6426.0,77.0,575.657484,50.0
QQQ,2025-09-05 20:25:00+00:00,575.66,575.67,575.65,575.67,1881.0,38.0,575.662641,47.692307692301775
QQQ,2025-09-05 20:26:00+00:00,575.62,575.62,575.6,575.61,1410.0,28.0,575.61125,40.2985074626896
QQQ,2025-09-05 20:27:00+00:00,575.58,575.62,575.58,575.62,2059.0,13.0,575.589744,41.17647058823726
QQQ,2025-09-05 20:28:00+00:00,575.62,575.62,575.59,575.61,1674.0,32.0,575.605,46.66666666667046
QQQ,2025-09-05 20:29:00+00:00,575.63,575.65,575.62,575.63,13473.0,73.0,575.645073,43.85964912280317
QQQ,2025-09-05 20:30:00+00:00,575.63,575.64,575.6,575.6,1469.0,17.0,575.620872,46.29629629629942
QQQ,2025-09-05 20:31:00+00:00,575.62,575.62,575.6,575.61,10113.0,104.0,575.608494,63.41463414634417
QQQ,2025-09-05 20:32:00+00:00,575.6,575.61,575.6,575.61,11415.0,74.0,575.600736,55.89532490444743
QQQ,2025-09-05 20:33:00+00:00,575.61,575.61,575.59,575.59,601.0,14.0,575.601574,51.4285714285705
QQQ,2025-09-05 20:34:00+00:00,575.6,575.62,575.6,575.6199,1054.0,28.0,575.616242,37.013708781020256
QQQ,2025-09-05 20:35:00+00:00,575.61,575.61,575.61,575.61,3027.0,27.0,575.61,33.32097850258357
QQQ,2025-09-05 20:36:00+00:00,575.6,575.66,575.6,575.6401,602.0,13.0,575.633367,46.17160446325065
QQQ,2025-09-05 20:37:00+00:00,575.7,575.7001,575.68,575.7001,2686.0,38.0,575.697736,58.08325266215977
QQQ,2025-09-05 20:38:00+00:00,575.71,575.7499,575.71,575.7499,1036.0,35.0,575.73495,63.88657214346487
QQQ,2025-09-05 20:39:00+00:00,575.79,575.8,575.78,575.8,6930.0,48.0,575.792675,66.67521806055146
QQQ,2025-09-05 20:40:00+00:00,575.78,575.82,575.7401,575.7401,21814.0,111.0,575.774626,66.69232743136075
QQQ,2025-09-05 20:41:00+00:00,575.74,575.74,575.6,575.6,24820.0,128.0,575.640199,48.0761831473654
QQQ,2025-09-05 20:42:00+00:00,575.6,575.6,575.52,575.52,13829.0,91.0,575.578349,42.37029501525483
QQQ,2025-09-05 20:43:00+00:00,575.52,575.54,575.48,575.48,17733.0,139.0,575.501431,37.70088553623996
QQQ,2025-09-05 20:44:00+00:00,575.48,575.53,575.46,575.53,17537.0,87.0,575.48024,44.442680215935994
QQQ,2025-09-05 20:45:00+00:00,575.56,575.56,575.54,575.54,949.0,13.0,575.547333,44.442680215935994
QQQ,2025-09-05 20:46:00+00:00,575.54,575.54,575.51,575.51,338.0,7.0,575.52,42.42194604425172
QQQ,2025-09-05 20:47:00+00:00,575.54,575.56,575.53,575.54,952.0,16.0,575.541166,46.26754255000862
QQQ,2025-09-05 20:48:00+00:00,575.56,575.6,575.53,575.53,2048.0,25.0,575.564,43.08355131558024
QQQ,2025-09-05 20:49:00+00:00,575.53,575.58,575.53,575.58,1014.0,16.0,575.555,47.82608695652317
QQQ,2025-09-05 20:50:00+00:00,575.56,575.56,575.56,575.56,514.0,11.0,575.56,44.10942785703642
QQQ,2025-09-05 20:51:00+00:00,575.68,575.68,575.68,575.68,243.0,12.0,575.68,48.64170833895982
QQQ,2025-09-05 20:52:00+00:00,575.68,575.68,575.68,575.68,607.0,14.0,575.68,44.93551659179223
QQQ,2025-09-05 20:55:00+00:00,575.63,575.66,575.63,575.63,1150.0,21.0,575.63541,37.68115942029177
QQQ,2025-09-05 20:56:00+00:00,575.66,575.66,575.65,575.65,383.0,7.0,575.654286,43.07029687740245
QQQ,2025-09-05 20:57:00+00:00,575.6,575.62,575.58,575.62,7277.0,42.0,575.590441,51.85185185185029
QQQ,2025-09-05 20:58:00+00:00,575.57,575.61,575.57,575.6,4111.0,23.0,575.597304,58.333333333339255
QQQ,2025-09-05 20:59:00+00:00,575.58,575.58,575.58,575.58,364.0,9.0,575.58,60.869565217395596
QQQ,2025-09-05 21:00:00+00:00,575.52,575.56,575.52,575.56,404.0,8.0,575.542222,53.48837209301958
QQQ,2025-09-05 21:01:00+00:00,575.6483,575.6483,575.6483,575.6483,315.0,9.0,575.6483,60.65315758410086
QQQ,2025-09-05 21:02:00+00:00,575.63,575.64,575.63,575.64,568.0,15.0,575.636667,63.357994245784795
QQQ,2025-09-05 21:04:00+00:00,575.62,575.62,575.62,575.62,164.0,9.0,575.62,58.39278220730468
QQQ,2025-09-05 21:06:00+00:00,575.6,575.6,575.6,575.6,662.0,18.0,575.6,57.192766132351046
QQQ,2025-09-05 21:10:00+00:00,575.58,575.6,575.58,575.6,566.0,13.0,575.587775,52.29042601923751
QQQ,2025-09-05 21:14:00+00:00,575.6282,575.68,575.59,575.68,5652.0,42.0,575.65304,62.08215867902191
QQQ,2025-09-05 21:16:00+00:00,575.7,575.7,575.7,575.7,757.0,26.0,575.7,52.52143217348707
QQQ,2025-09-05 21:17:00+00:00,575.6,575.6,575.4448,575.4448,10507.0,122.0,575.511506,31.95765572261655
QQQ,2025-09-05 21:18:00+00:00,575.59,575.6,575.59,575.6,614.0,9.0,575.593333,48.01849405548413
QQQ,2025-09-05 21:19:00+00:00,575.5269,575.5269,575.5267,575.5267,222.0,11.0,575.5268,42.39170677527107
QQQ,2025-09-05 21:20:00+00:00,575.51,575.51,575.5,575.5,1117.0,15.0,575.504082,42.56505576208271
QQQ,2025-09-05 21:21:00+00:00,575.6,575.6,575.5,575.51,3352.0,42.0,575.515896,44.353826850689074
QQQ,2025-09-05 21:22:00+00:00,575.51,575.5101,575.51,575.5101,308.0,11.0,575.51005,45.50250932955455
QQQ,2025-09-05 21:23:00+00:00,575.56,575.6496,575.51,575.51,5714.0,25.0,575.559904,46.69836238774737
QQQ,2025-09-05 21:24:00+00:00,575.6,575.6,575.5994,575.5994,4628.0,16.0,575.599414,46.77568244757974
QQQ,2025-09-05 21:25:00+00:00,575.6299,575.71,575.53,575.71,11702.0,35.0,575.630398,54.066930048805645
QQQ,2025-09-05 21:28:00+00:00,575.7,575.7,575.7,575.7,290.0,11.0,575.7,54.7025628967806
QQQ,2025-09-05 21:31:00+00:00,575.67,575.67,575.63,575.63,2776.0,9.0,575.668526,51.665556295800975
QQQ,2025-09-05 21:32:00+00:00,575.54,575.54,575.51,575.51,23659.0,14.0,575.533407,45.59082892416144
QQQ,2025-09-05 21:34:00+00:00,575.52,575.52,575.52,575.52,594.0,16.0,575.52,41.58426257101156
QQQ,2025-09-05 21:36:00+00:00,575.5,575.5,575.5,575.5,362.0,12.0,575.5,39.48032821375869
QQQ,2025-09-05 21:37:00+00:00,575.51,575.51,575.5,575.5005,969.0,19.0,575.503014,54.00201178330202
QQQ,2025-09-05 21:38:00+00:00,575.5,575.5,575.5,575.5,344.0,19.0,575.5,40.76127124907408
QQQ,2025-09-05 21:39:00+00:00,575.49,575.49,575.4895,575.4895,271.0,8.0,575.489784,46.11204013378062
QQQ,2025-09-05 21:40:00+00:00,575.49,575.5,575.49,575.5,287.0,4.0,575.493521,50.0
QQQ,2025-09-05 21:41:00+00:00,575.52,575.53,575.52,575.52,2317.0,15.0,575.52091,51.058873358745494
QQQ,2025-09-05 21:42:00+00:00,575.52,575.52,575.52,575.52,512.0,6.0,575.52,51.04850667231698
QQQ,2025-09-05 21:43:00+00:00,575.52,575.52,575.5199,575.52,4403.0,7.0,575.519957,51.059322033897395
QQQ,2025-09-05 21:45:00+00:00,575.49,575.49,575.39,575.39,2055.0,41.0,575.414444,29.57471712836994
QQQ,2025-09-05 21:47:00+00:00,575.4,575.48,575.4,575.48,2613.0,16.0,575.426033,26.626016260158934
QQQ,2025-09-05 21:48:00+00:00,575.31,575.4,575.25,575.4,4032.0,46.0,575.314522,23.309608540919754
QQQ,2025-09-05 21:49:00+00:00,575.25,575.25,575.25,575.25,1140.0,24.0,575.25,20.404984423673554
QQQ,2025-09-05 21:50:00+00:00,575.25,575.25,575.21,575.21,3148.0,72.0,575.223358,23.309608540924472
QQQ,2025-09-05 21:51:00+00:00,575.25,575.25,575.25,575.25,2413.0,22.0,575.25,27.195945945942512
QQQ,2025-09-05 21:52:00+00:00,575.2,575.2,575.2,575.2,1964.0,25.0,575.2,25.884244372987936
QQQ,2025-09-05 21:54:00+00:00,575.15,575.1701,575.15,575.17,876.0,23.0,575.164728,24.635456638521973
QQQ,2025-09-05 21:55:00+00:00,575.15,575.15,575.15,575.15,553.0,13.0,575.15,23.919523099846757
QQQ,2025-09-05 21:56:00+00:00,575.15,575.15,575.15,575.15,995.0,20.0,575.15,24.299772899313695
QQQ,2025-09-05 21:58:00+00:00,575.2599,575.2599,575.2599,575.2599,165.0,11.0,575.2599,34.20186866693125
QQQ,2025-09-05 21:59:00+00:00,575.08,575.08,575.08,575.08,3357.0,34.0,575.08,26.081756903678155
QQQ,2025-09-05 22:00:00+00:00,575.07,575.1,575.07,575.1,2961.0,47.0,575.074615,27.65482017450718
QQQ,2025-09-05 22:02:00+00:00,575.03,575.03,574.86,574.86,3767.0,63.0,574.969894,22.02915748432072
QQQ,2025-09-05 22:03:00+00:00,574.94,574.9992,574.94,574.9992,772.0,27.0,574.965371,33.56602186711419
QQQ,2025-09-05 22:04:00+00:00,575.0,575.0,575.0,575.0,334.0,19.0,575.0,28.17785051827441
QQQ,2025-09-05 22:05:00+00:00,574.8642,574.8642,574.8642,574.8642,157.0,6.0,574.8642,26.81723779854515
QQQ,2025-09-05 22:07:00+00:00,574.95,575.0,574.86,574.98,1718.0,15.0,574.932971,37.96147672552242
QQQ,2025-09-05 22:08:00+00:00,574.99,575.04,574.99,575.04,1525.0,19.0,575.008411,42.55300508147554
QQQ,2025-09-05 22:09:00+00:00,575.1,575.13,575.08,575.08,1449.0,15.0,575.104096,42.55300508148126
QQQ,2025-09-05 22:10:00+00:00,575.08,575.1,575.08,575.1,1018.0,11.0,575.085097,45.501169695878524
QQQ,2025-09-05 22:11:00+00:00,575.1,575.1,575.1,575.1,1009.0,30.0,575.1,46.763454780842686
QQQ,2025-09-05 22:12:00+00:00,575.1,575.1,575.1,575.1,358.0,12.0,575.1,47.644620312796675
QQQ,2025-09-05 22:13:00+00:00,575.01,575.01,574.98,574.98,564.0,19.0,575.0025,42.80514643643341
QQQ,2025-09-05 22:14:00+00:00,575.05,575.05,575.05,575.05,197.0,8.0,575.05,40.805957074022324
QQQ,2025-09-05 22:19:00+00:00,575.0538,575.0538,575.0538,575.0538,101.0,2.0,575.0538,48.64304951315435
QQQ,2025-09-05 22:23:00+00:00,575.0,575.0,575.0,575.0,259.0,10.0,575.0,44.99599679743725
QQQ,2025-09-05 22:32:00+00:00,575.0,575.0,575.0,575.0,316.0,13.0,575.0,59.22023182296971
QQQ,2025-09-05 22:33:00+00:00,575.0,575.0,575.0,575.0,126.0,8.0,575.0,50.064516129034395
QQQ,2025-09-05 22:35:00+00:00,574.98,575.04,574.98,575.04,1393.0,48.0,575.004286,53.03398058252125
QQQ,2025-09-05 22:46:00+00:00,575.02,575.02,575.02,575.02,615.0,13.0,575.02,64.33566433566375
QQQ,2025-09-05 22:49:00+00:00,574.8548,574.8548,574.8548,574.8548,248.0,17.0,574.8548,39.439946018888236
QQQ,2025-09-05 22:52:00+00:00,574.99,574.99,574.99,574.99,487.0,16.0,574.99,46.25748502994419
QQQ,2025-09-05 22:53:00+00:00,575.0,575.01,575.0,575.01,632.0,25.0,575.005935,44.59876543209511
QQQ,2025-09-05 22:54:00+00:00,574.98,575.0,574.87,575.0,3402.0,75.0,574.983333,42.163009404387346
QQQ,2025-09-05 22:55:00+00:00,575.0,575.0,575.0,575.0,1873.0,83.0,575.0,42.163009404387346
QQQ,2025-09-05 23:03:00+00:00,574.97,574.97,574.95,574.95,232.0,6.0,574.961189,39.09883720930379
QQQ,2025-09-05 23:04:00+00:00,574.95,574.95,574.95,574.95,3785.0,6.0,574.95,47.359154929579795
QQQ,2025-09-05 23:05:00+00:00,574.9417,574.9417,574.94,574.94,572.0,8.0,574.941318,39.173228346467354
QQQ,2025-09-05 23:06:00+00:00,574.98,574.98,574.98,574.98,473.0,10.0,574.98,43.219404630649144
QQQ,2025-09-05 23:07:00+00:00,574.9899,574.9899,574.9899,574.9899,223.0,11.0,574.9899,48.9906056366213
QQQ,2025-09-05 23:10:00+00:00,574.95,574.95,574.95,574.95,215.0,9.0,574.95,45.37208441318377
QQQ,2025-09-05 23:13:00+00:00,574.93,574.93,574.93,574.93,364.0,5.0,574.93,43.75223134594351
QQQ,2025-09-05 23:14:00+00:00,574.94,574.94,574.93,574.93,413.0,7.0,574.936667,39.42714340638177
QQQ,2025-09-05 23:15:00+00:00,574.93,574.93,574.93,574.93,637.0,8.0,574.93,41.00359856057373
QQQ,2025-09-05 23:17:00+00:00,574.91,574.91,574.91,574.91,102.0,3.0,574.91,57.77464788732544
QQQ,2025-09-05 23:19:00+00:00,574.91,574.9199,574.91,574.9199,852.0,7.0,574.918663,34.74096647800803
QQQ,2025-09-05 23:24:00+00:00,574.92,574.93,574.92,574.93,1223.0,20.0,574.921288,31.801637852580967
QQQ,2025-09-05 23:25:00+00:00,574.94,574.94,574.94,574.94,262.0,4.0,574.94,36.35122838946218
QQQ,2025-09-05 23:26:00+00:00,574.95,574.95,574.95,574.95,503.0,4.0,574.95,39.12097476067458
QQQ,2025-09-05 23:27:00+00:00,574.95,574.95,574.95,574.95,422.0,7.0,574.95,50.0
QQQ,2025-09-05 23:29:00+00:00,574.91,574.95,574.91,574.95,966.0,12.0,574.923236,50.0
QQQ,2025-09-05 23:33:00+00:00,574.96,574.96,574.96,574.96,140.0,10.0,574.96,55.561735261392975
QQQ,2025-09-05 23:34:00+00:00,574.9207,574.9207,574.9207,574.9207,107.0,8.0,574.9207,33.44500279175064
QQQ,2025-09-05 23:35:00+00:00,574.94,574.95,574.94,574.95,906.0,12.0,574.947755,39.94962216625955
QQQ,2025-09-05 23:37:00+00:00,574.96,574.96,574.91,574.91,206.0,7.0,574.935,39.92950654581565
QQQ,2025-09-05 23:38:00+00:00,574.97,574.97,574.97,574.97,554.0,10.0,574.97,58.38222967310057
QQQ,2025-09-05 23:39:00+00:00,574.96,574.96,574.96,574.96,153.0,11.0,574.96,56.033789219641534
QQQ,2025-09-05 23:40:00+00:00,574.94,574.97,574.94,574.97,450.0,3.0,574.962405,57.733952049505405
QQQ,2025-09-05 23:41:00+00:00,574.97,574.97,574.97,574.97,341.0,12.0,574.97,62.57334450963895
QQQ,2025-09-05 23:43:00+00:00,574.93,574.9445,574.93,574.94,848.0,69.0,574.938036,53.884808658688556
QQQ,2025-09-05 23:47:00+00:00,574.95,574.95,574.95,574.95,529.0,9.0,574.95,53.86697602476369
QQQ,2025-09-05 23:49:00+00:00,574.9897,574.9897,574.9897,574.9897,102.0,3.0,574.9897,58.61949358305717
QQQ,2025-09-05 23:51:00+00:00,574.9871,574.9871,574.9871,574.9871,203.0,7.0,574.9871,56.603773584907955
QQQ,2025-09-05 23:52:00+00:00,574.98,574.99,574.98,574.9864,524.0,12.0,574.98424,56.463068181810094
QQQ,2025-09-05 23:53:00+00:00,574.9962,574.9962,574.9962,574.9962,442.0,10.0,574.9962,57.92724776938715
QQQ,2025-09-05 23:54:00+00:00,574.98,574.98,574.98,574.98,216.0,13.0,574.98,53.360215053759234
QQQ,2025-09-05 23:55:00+00:00,575.0,575.0,575.0,575.0,287.0,7.0,575.0,64.24721523535261
QQQ,2025-09-05 23:56:00+00:00,575.0,575.0,574.95,574.95,299.0,7.0,574.967857,50.0
QQQ,2025-09-05 23:57:00+00:00,575.02,575.02,574.95,574.95,328.0,10.0,574.985,57.722007722025594
QQQ,2025-09-05 23:59:00+00:00,574.97,574.97,574.89,574.89,2699.0,61.0,574.941857,34.55598455597075
QQQ,2025-09-08 08:00:00+00:00,577.6,577.73,577.57,577.57,6886.0,105.0,577.632183,94.55445544554519
QQQ,2025-09-08 08:01:00+00:00,577.61,577.68,577.61,577.66,1520.0,43.0,577.656352,94.69923562645447
QQQ,2025-09-08 08:02:00+00:00,577.53,577.53,577.46,577.5,2342.0,66.0,577.486667,89.91795519091318
QQQ,2025-09-08 08:03:00+00:00,577.38,577.38,577.38,577.38,775.0,57.0,577.38,87.43479594967805
QQQ,2025-09-08 08:04:00+00:00,577.67,577.67,577.67,577.67,836.0,44.0,577.67,88.42893472732425
QQQ,2025-09-08 08:05:00+00:00,577.73,577.74,577.73,577.74,1032.0,51.0,577.735,88.527162188665
QQQ,2025-09-08 08:06:00+00:00,577.69,577.73,577.69,577.73,1226.0,43.0,577.705,88.3440042497261
QQQ,2025-09-08 08:07:00+00:00,577.71,577.71,577.67,577.67,1759.0,58.0,577.67789,86.90319031903047
QQQ,2025-09-08 08:09:00+00:00,577.75,577.76,577.73,577.73,490.0,17.0,577.746667,87.08154739297787
QQQ,2025-09-08 08:10:00+00:00,577.67,577.67,577.66,577.67,941.0,21.0,577.668,86.0589812332419
QQQ,2025-09-08 08:11:00+00:00,577.79,577.83,577.79,577.83,1375.0,46.0,577.81,86.56330749353839
QQQ,2025-09-08 08:12:00+00:00,577.87,577.9,577.84,577.84,1578.0,48.0,577.88375,87.72845953002329
QQQ,2025-09-08 08:16:00+00:00,577.83,577.83,577.78,577.83,1387.0,30.0,577.81125,87.49999999999741
QQQ,2025-09-08 08:18:00+00:00,577.88,577.89,577.88,577.88,1228.0,22.0,577.882857,89.03394255874528
QQQ,2025-09-08 08:19:00+00:00,577.87,577.87,577.87,577.87,916.0,13.0,577.87,62.93103448275575
QQQ,2025-09-08 08:20:00+00:00,577.82,577.82,577.82,577.82,1289.0,30.0,577.82,57.14285714286004
QQQ,2025-09-08 08:21:00+00:00,577.75,577.76,577.69,577.7,4286.0,79.0,577.724762,59.25925925926004
QQQ,2025-09-08 08:23:00+00:00,577.8,577.83,577.8,577.83,605.0,19.0,577.81,70.64220183486171
QQQ,2025-09-08 08:24:00+00:00,577.8,577.8,577.77,577.77,703.0,25.0,577.785,55.81395348837179
QQQ,2025-09-08 08:25:00+00:00,577.77,577.77,577.77,577.77,277.0,11.0,577.77,51.898734177213
QQQ,2025-09-08 08:26:00+00:00,577.75,577.75,577.75,577.75,222.0,12.0,577.75,51.24999999999858
QQQ,2025-09-08 08:27:00+00:00,577.77,577.77,577.77,577.77,707.0,18.0,577.77,56.57894736842165
QQQ,2025-09-08 08:28:00+00:00,577.79,577.79,577.76,577.76,416.0,14.0,577.775,52.11267605633601
QQQ,2025-09-08 08:30:00+00:00,577.71,577.71,577.71,577.71,428.0,9.0,577.71,52.85714285714866
QQQ,2025-09-08 08:31:00+00:00,577.74,577.74,577.72,577.72,470.0,17.0,577.73,39.99999999999587
QQQ,2025-09-08 08:32:00+00:00,577.69,577.69,577.69,577.69,280.0,10.0,577.69,36.842105263155794
QQQ,2025-09-08 08:33:00+00:00,577.75,577.75,577.75,577.75,331.0,8.0,577.75,43.54838709676857
QQQ,2025-09-08 08:35:00+00:00,577.82,577.82,577.81,577.81,364.0,13.0,577.81661,44.44444444443844
QQQ,2025-09-08 08:36:00+00:00,577.82,577.87,577.82,577.87,408.0,14.0,577.845,50.0
QQQ,2025-09-08 08:37:00+00:00,577.87,577.89,577.87,577.89,622.0,15.0,577.88,55.384615384611614
QQQ,2025-09-08 08:38:00+00:00,577.9,577.92,577.9,577.92,1115.0,17.0,577.906667,69.64285714285532
QQQ,2025-09-08 08:39:00+00:00,577.92,577.96,577.92,577.96,452.0,13.0,577.933333,63.82978723404461
QQQ,2025-09-08 08:40:00+00:00,577.96,577.96,577.96,577.96,176.0,6.0,577.96,73.17073170733195
QQQ,2025-09-08 08:41:00+00:00,577.93,577.93,577.92,577.92,936.0,9.0,577.928837,66.66666666666666
QQQ,2025-09-08 08:42:00+00:00,577.96,577.96,577.9,577.9,410.0,16.0,577.933094,66.66666666666666
QQQ,2025-09-08 08:43:00+00:00,577.96,577.98,577.88,577.88,1486.0,35.0,577.934286,62.22222222222559
QQQ,2025-09-08 08:44:00+00:00,577.95,577.95,577.95,577.95,208.0,8.0,577.95,68.62745098039784
QQQ,2025-09-08 08:45:00+00:00,577.93,577.93,577.93,577.93,182.0,7.0,577.93,72.91666666665137
QQQ,2025-09-08 08:46:00+00:00,577.91,577.91,577.91,577.91,204.0,12.0,577.91,69.38775510202993
QQQ,2025-09-08 08:48:00+00:00,577.91,577.93,577.91,577.93,661.0,12.0,577.915,74.99999999998224
QQQ,2025-09-08 08:49:00+00:00,578.0,578.0,577.97,577.97,2297.0,44.0,577.993816,73.91304347825013
QQQ,2025-09-08 08:50:00+00:00,577.97,577.97,577.95,577.96,1438.0,37.0,577.958333,68.29268292682656
QQQ,2025-09-08 08:51:00+00:00,578.0,578.0,577.9,577.9,2024.0,56.0,577.959213,53.65853658535977
QQQ,2025-09-08 08:52:00+00:00,577.88,577.88,577.88,577.88,428.0,14.0,577.88,48.78048780488008
QQQ,2025-09-08 08:54:00+00:00,577.8,577.8,577.79,577.79,1155.0,18.0,577.796154,36.17021276596876
QQQ,2025-09-08 08:57:00+00:00,577.84,577.84,577.84,577.84,215.0,8.0,577.84,37.50000000000888
QQQ,2025-09-08 08:58:00+00:00,577.91,577.91,577.91,577.91,445.0,23.0,577.91,45.454545454541694
QQQ,2025-09-08 09:00:00+00:00,577.9,577.9,577.84,577.84,929.0,22.0,577.886,43.103448275870186
QQQ,2025-09-08 09:01:00+00:00,577.9,577.9,577.88,577.88,1321.0,40.0,577.890196,48.333333333335226
QQQ,2025-09-08 09:02:00+00:00,577.8,577.81,577.78,577.78,935.0,19.0,577.795,42.64705882352966
QQQ,2025-09-08 09:03:00+00:00,577.77,577.83,577.77,577.83,2328.0,39.0,577.810714,40.90909090909326
QQQ,2025-09-08 09:04:00+00:00,577.85,577.89,577.85,577.89,699.0,18.0,577.863333,47.14285714285993
QQQ,2025-09-08 09:05:00+00:00,577.83,577.83,577.79,577.8,743.0,11.0,577.809158,42.857142857142854
QQQ,2025-09-08 09:06:00+00:00,577.79,577.8,577.77,577.77,770.0,14.0,577.785,39.74358974359292
QQQ,2025-09-08 09:07:00+00:00,577.77,577.78,577.74,577.78,808.0,14.0,577.771667,37.3333333333297
QQQ,2025-09-08 09:08:00+00:00,577.77,577.79,577.77,577.79,684.0,13.0,577.7775,38.66666666666181
QQQ,2025-09-08 09:09:00+00:00,577.76,577.76,577.76,577.76,593.0,4.0,577.76,40.27777777777755
QQQ,2025-09-08 09:11:00+00:00,577.79,577.79,577.79,577.79,165.0,7.0,577.79,43.83561643835318
QQQ,2025-09-08 09:12:00+00:00,577.72,577.72,577.67,577.67,2306.0,50.0,577.697531,42.10526315789317
QQQ,2025-09-08 09:13:00+00:00,577.81,577.82,577.81,577.82,1418.0,41.0,577.817041,48.83720930232651
QQQ,2025-09-08 09:14:00+00:00,577.84,577.84,577.84,577.84,306.0,7.0,577.84,45.67901234568265
QQQ,2025-09-08 09:15:00+00:00,577.85,577.85,577.85,577.85,536.0,12.0,577.85,50.66666666666607
QQQ,2025-09-08 09:16:00+00:00,577.88,577.88,577.88,577.88,175.0,3.0,577.88,50.0
QQQ,2025-09-08 09:17:00+00:00,577.86,577.86,577.86,577.86,213.0,4.0,577.86,56.06060606060945
QQQ,2025-09-08 09:18:00+00:00,577.89,577.89,577.89,577.89,715.0,20.0,577.89,54.687499999996675
QQQ,2025-09-08 09:20:00+00:00,577.95,577.95,577.95,577.95,1202.0,29.0,577.95,54.687500000004725
